PROD_EST,COBERTURA,ANIO,Estado,Industria,VAL_USD,ESTATUS_CIFRA,ESTATUS
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Querétaro,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",1528706,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Querétaro,Fabricación de equipo de transporte,5158590,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Quintana Roo,Subsectores no especificados,31059,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Quintana Roo,Fabricación de productos a base de minerales no metálicos,16,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Subsectores no especificados,12398,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",23867,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Industria alimentaria,265316,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Fabricación de insumos textiles y acabado de textiles,27197,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,"Fabricación de productos textiles, excepto prendas de vestir",27464,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Fabricación de prendas de vestir,82770,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Industria de la madera,0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Industria del papel,60560,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Industria química,83350,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Industria del plástico y del hule,452088,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Fabricación de productos a base de minerales no metálicos,56397,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Industrias metálicas básicas,509792,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Fabricación de productos metálicos,47312,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Fabricación de maquinaria y equipo,824192,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",126054,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",638774,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Fabricación de equipo de transporte,6482069,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,San Luis Potosí,Otras industrias manufactureras,86797,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,Subsectores no especificados,8053,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",298773,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,Industria alimentaria,687329,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,Industria de las bebidas y del tabaco,17854,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,Industria del papel,767,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,Industria del plástico y del hule,6423,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,Fabricación de productos a base de minerales no metálicos,77,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,Fabricación de productos metálicos,25454,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,Fabricación de maquinaria y equipo,25990,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,Fabricación de equipo de transporte,175197,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sinaloa,"Fabricación de muebles, colchones y persianas",0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Subsectores no especificados,24250,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",1104557,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Industria alimentaria,343137,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Industria de las bebidas y del tabaco,214825,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,"Fabricación de productos textiles, excepto prendas de vestir",26584,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Fabricación de prendas de vestir,183124,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",18463,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Industria de la madera,1236,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Industria del papel,99116,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Impresión e industrias conexas,13034,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Industria química,301610,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Industria del plástico y del hule,154601,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Fabricación de productos a base de minerales no metálicos,11335,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Industrias metálicas básicas,875853,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Fabricación de productos metálicos,544962,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Fabricación de maquinaria y equipo,432924,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",2074977,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",975763,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Fabricación de equipo de transporte,8012522,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,"Fabricación de muebles, colchones y persianas",128607,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Sonora,Otras industrias manufactureras,1354402,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tabasco,Subsectores no especificados,889,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tabasco,Extracción de petróleo y gas,5904337,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tabasco,Industria alimentaria,78170,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tabasco,Industria de las bebidas y del tabaco,469,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tabasco,Industria química,617528,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tabasco,Fabricación de productos a base de minerales no metálicos,2236,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Subsectores no especificados,155528,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Extracción de petróleo y gas,184511,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Industria alimentaria,187620,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Industria de las bebidas y del tabaco,3932,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,"Fabricación de productos textiles, excepto prendas de vestir",28582,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Fabricación de prendas de vestir,35922,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Industria de la madera,1376,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Industria del papel,77620,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Impresión e industrias conexas,171145,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Industria química,2559765,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Industria del plástico y del hule,503680,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Fabricación de productos a base de minerales no metálicos,231087,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Industrias metálicas básicas,50418,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Fabricación de productos metálicos,552605,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Fabricación de maquinaria y equipo,2172712,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",6743420,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",2678479,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Fabricación de equipo de transporte,7740855,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,"Fabricación de muebles, colchones y persianas",605304,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tamaulipas,Otras industrias manufactureras,1615541,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,Subsectores no especificados,200028,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,Industria alimentaria,6698,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,Fabricación de insumos textiles y acabado de textiles,41278,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,"Fabricación de productos textiles, excepto prendas de vestir",1987,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,Fabricación de prendas de vestir,88707,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,Industria del papel,9666,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,Industria química,264539,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,Industria del plástico y del hule,110857,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,Fabricación de productos a base de minerales no metálicos,411156,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,Industrias metálicas básicas,34568,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Tlaxcala,Fabricación de equipo de transporte,137767,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Subsectores no especificados,265072,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Extracción de petróleo y gas,922553,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Industria alimentaria,1002466,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Industria de las bebidas y del tabaco,130646,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",23189,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Industria del papel,10336,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Industria química,1660896,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Industria del plástico y del hule,51038,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Fabricación de productos a base de minerales no metálicos,35856,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Industrias metálicas básicas,1179545,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Fabricación de productos metálicos,72685,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Fabricación de maquinaria y equipo,70186,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Veracruz de Ignacio de la Llave,Fabricación de equipo de transporte,12589,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Subsectores no especificados,42256,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Industria alimentaria,177258,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Industria de las bebidas y del tabaco,764,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Fabricación de insumos textiles y acabado de textiles,11166,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,"Fabricación de productos textiles, excepto prendas de vestir",38648,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Fabricación de prendas de vestir,312955,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",942,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Industria de la madera,6061,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Impresión e industrias conexas,0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Industria química,727,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Industria del plástico y del hule,63398,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Fabricación de productos a base de minerales no metálicos,857,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Fabricación de productos metálicos,0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Fabricación de maquinaria y equipo,17857,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Fabricación de equipo de transporte,187523,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Yucatán,Otras industrias manufactureras,610528,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Zacatecas,Subsectores no especificados,1291484,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Zacatecas,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",1777291,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Zacatecas,Industria alimentaria,48521,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2015,Zacatecas,Fabricación de equipo de transporte,207870,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Subsectores no especificados,80369,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Industria alimentaria,106119,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Fabricación de prendas de vestir,182011,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Industria química,14701,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Industria del plástico y del hule,15097,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Fabricación de productos a base de minerales no metálicos,79073,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Industrias metálicas básicas,1013,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Fabricación de productos metálicos,7751,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Fabricación de maquinaria y equipo,28363,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",964974,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Fabricación de equipo de transporte,6369339,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Aguascalientes,Otras industrias manufactureras,22153,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Subsectores no especificados,107603,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Industria alimentaria,144608,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Industria de las bebidas y del tabaco,120403,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,"Fabricación de productos textiles, excepto prendas de vestir",41192,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Fabricación de prendas de vestir,329275,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",21031,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Industria de la madera,32309,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Industria del papel,209833,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Impresión e industrias conexas,254929,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Industria química,323013,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Industria del plástico y del hule,1066861,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Fabricación de productos a base de minerales no metálicos,292136,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Industrias metálicas básicas,158702,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Fabricación de productos metálicos,2020704,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Fabricación de maquinaria y equipo,1864949,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",15023816,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",2494754,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Fabricación de equipo de transporte,5356568,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,"Fabricación de muebles, colchones y persianas",720997,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California,Otras industrias manufactureras,5413595,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California Sur,Subsectores no especificados,1651,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California Sur,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",224662,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California Sur,Industria alimentaria,11132,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Baja California Sur,Fabricación de productos a base de minerales no metálicos,69,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Campeche,Subsectores no especificados,1331,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Campeche,Extracción de petróleo y gas,9349376,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Campeche,Industria alimentaria,27707,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Campeche,Fabricación de prendas de vestir,136694,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Coahuila de Zaragoza,Subsectores no especificados,112868,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Coahuila de Zaragoza,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",46802,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Coahuila de Zaragoza,Industria alimentaria,176339,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Coahuila de Zaragoza,Industria de las bebidas y del tabaco,605641,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Coahuila de Zaragoza,Fabricación de prendas de vestir,547388,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Coahuila de Zaragoza,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",73791,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Coahuila de Zaragoza,Industria del papel,19718,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2016,Coahuila de Zaragoza,Impresión e industrias conexas,19344,Disponible,Cifras Revisadas.
