PROD_EST,COBERTURA,ANIO,Estado,Industria,VAL_USD,ESTATUS_CIFRA,ESTATUS
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Nuevo León,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",4076298,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Nuevo León,Fabricación de equipo de transporte,5499009,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Nuevo León,"Fabricación de muebles, colchones y persianas",133362,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Nuevo León,Otras industrias manufactureras,744797,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Oaxaca,Subsectores no especificados,799568,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Oaxaca,Industria alimentaria,13020,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Oaxaca,Industria de la madera,5396,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Oaxaca,Industria química,12227,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Oaxaca,"Fabricación de muebles, colchones y persianas",0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Subsectores no especificados,350,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Industria alimentaria,162862,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Industria de las bebidas y del tabaco,32328,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Fabricación de insumos textiles y acabado de textiles,65531,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,"Fabricación de productos textiles, excepto prendas de vestir",10677,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Fabricación de prendas de vestir,383001,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Industria de la madera,74591,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Industria del papel,79347,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Industria química,188947,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Industria del plástico y del hule,217721,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Fabricación de productos a base de minerales no metálicos,3847,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Industrias metálicas básicas,63206,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Fabricación de productos metálicos,167903,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Fabricación de maquinaria y equipo,27230,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Fabricación de equipo de transporte,7079332,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,"Fabricación de muebles, colchones y persianas",14760,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Puebla,Otras industrias manufactureras,24778,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Subsectores no especificados,34424,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Industria alimentaria,193707,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Industria de las bebidas y del tabaco,11687,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Fabricación de insumos textiles y acabado de textiles,26741,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Fabricación de prendas de vestir,109809,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Industria del papel,111023,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Impresión e industrias conexas,17971,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Fabricación de productos derivados del petróleo y del carbón,48758,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Industria química,663824,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Industria del plástico y del hule,247989,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Fabricación de productos a base de minerales no metálicos,150694,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Industrias metálicas básicas,29788,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Fabricación de productos metálicos,178658,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Fabricación de maquinaria y equipo,323807,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",247158,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",194132,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Querétaro,Fabricación de equipo de transporte,2008593,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Quintana Roo,Subsectores no especificados,58768,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Quintana Roo,Industria de la madera,235,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Subsectores no especificados,5739,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",398806,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Industria alimentaria,147314,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Fabricación de insumos textiles y acabado de textiles,44636,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,"Fabricación de productos textiles, excepto prendas de vestir",17999,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Fabricación de prendas de vestir,60981,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Industria de la madera,17711,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Industria del papel,77917,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Industria química,81911,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Industria del plástico y del hule,213792,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Fabricación de productos a base de minerales no metálicos,13817,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Industrias metálicas básicas,611308,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Fabricación de productos metálicos,51537,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Fabricación de maquinaria y equipo,305295,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",23323,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",359867,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Fabricación de equipo de transporte,2320960,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,San Luis Potosí,Otras industrias manufactureras,72697,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,Subsectores no especificados,43765,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",21487,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,Industria alimentaria,127110,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,Industria de las bebidas y del tabaco,4146,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,Fabricación de prendas de vestir,10396,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,Industria del papel,866,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,Industria química,0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,Industria del plástico y del hule,4515,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,Fabricación de productos metálicos,16746,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,Fabricación de equipo de transporte,36087,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sinaloa,"Fabricación de muebles, colchones y persianas",0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Subsectores no especificados,6255,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",569073,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Industria alimentaria,182935,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Industria de las bebidas y del tabaco,52378,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Fabricación de insumos textiles y acabado de textiles,34924,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,"Fabricación de productos textiles, excepto prendas de vestir",7611,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Fabricación de prendas de vestir,268222,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",10976,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Industria de la madera,1558,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Industria del papel,33496,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Industria química,477096,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Industria del plástico y del hule,95261,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Fabricación de productos a base de minerales no metálicos,10637,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Industrias metálicas básicas,417499,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Fabricación de productos metálicos,356896,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Fabricación de maquinaria y equipo,330676,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1623065,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",914852,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Fabricación de equipo de transporte,7373649,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,"Fabricación de muebles, colchones y persianas",123235,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Sonora,Otras industrias manufactureras,600643,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tabasco,Subsectores no especificados,1546,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tabasco,Extracción de petróleo y gas,10057184,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tabasco,Industria alimentaria,77088,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tabasco,Industria química,471569,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tabasco,Fabricación de productos a base de minerales no metálicos,1318,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Subsectores no especificados,302475,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Extracción de petróleo y gas,359185,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Industria alimentaria,266267,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Industria de las bebidas y del tabaco,10065,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,"Fabricación de productos textiles, excepto prendas de vestir",46765,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Fabricación de prendas de vestir,51167,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Industria de la madera,4406,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Industria del papel,111210,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Impresión e industrias conexas,56525,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Industria química,2546648,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Industria del plástico y del hule,529231,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Fabricación de productos a base de minerales no metálicos,159695,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Industrias metálicas básicas,8069,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Fabricación de productos metálicos,960593,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Fabricación de maquinaria y equipo,1106207,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",8072526,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",2697422,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Fabricación de equipo de transporte,2835944,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,"Fabricación de muebles, colchones y persianas",121541,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tamaulipas,Otras industrias manufactureras,1048814,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,Subsectores no especificados,150794,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,Industria alimentaria,65513,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,Fabricación de insumos textiles y acabado de textiles,13787,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,"Fabricación de productos textiles, excepto prendas de vestir",3474,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,Fabricación de prendas de vestir,117513,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,Industria del papel,19102,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,Industria química,172773,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,Industria del plástico y del hule,70643,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,Fabricación de productos a base de minerales no metálicos,105745,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,Industrias metálicas básicas,3305,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Tlaxcala,Fabricación de equipo de transporte,93388,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Subsectores no especificados,498535,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Extracción de petróleo y gas,1436741,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Industria alimentaria,514718,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Industria de las bebidas y del tabaco,95634,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",15531,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Industria del papel,15501,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Industria química,1346364,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Industria del plástico y del hule,44704,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Fabricación de productos a base de minerales no metálicos,25209,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Industrias metálicas básicas,994753,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Fabricación de productos metálicos,85017,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Veracruz de Ignacio de la Llave,Fabricación de maquinaria y equipo,99460,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Subsectores no especificados,26558,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Industria alimentaria,63593,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Industria de las bebidas y del tabaco,3682,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Fabricación de insumos textiles y acabado de textiles,10169,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,"Fabricación de productos textiles, excepto prendas de vestir",22856,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Fabricación de prendas de vestir,295467,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Industria del plástico y del hule,39993,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Fabricación de productos a base de minerales no metálicos,1486,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Fabricación de productos metálicos,0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Fabricación de maquinaria y equipo,10459,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Fabricación de equipo de transporte,136722,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,"Fabricación de muebles, colchones y persianas",24776,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Yucatán,Otras industrias manufactureras,564247,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Zacatecas,Subsectores no especificados,359303,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Zacatecas,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",615318,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Zacatecas,Industria alimentaria,42115,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Zacatecas,Fabricación de prendas de vestir,20146,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Zacatecas,Fabricación de productos a base de minerales no metálicos,700,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2010,Zacatecas,Fabricación de equipo de transporte,1239739,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Subsectores no especificados,94840,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Industria alimentaria,74756,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Industria de las bebidas y del tabaco,0,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Fabricación de insumos textiles y acabado de textiles,4700,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Fabricación de prendas de vestir,276583,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Industria química,5950,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Industria del plástico y del hule,6894,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Fabricación de productos a base de minerales no metálicos,73052,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Fabricación de productos metálicos,7546,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Fabricación de maquinaria y equipo,41444,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",898544,Disponible,Cifras Revisadas.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2011,Aguascalientes,Fabricación de equipo de transporte,4550877,Disponible,Cifras Revisadas.
