Year,Estado,Subindustria,USD
2011,Aguascalientes,Fabricacion de productos a base de minerales no metalicos,73052
2011,Aguascalientes,Fabricacion de productos metalicos,7546
2011,Aguascalientes,Fabricacion de maquinaria y equipo,41444
2011,Aguascalientes,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",898544
2011,Aguascalientes,Fabricacion de equipo de transporte,4550877
2011,Aguascalientes,Otras industrias manufactureras,16454
2011,Baja California,Subsectores no especificados,52297
2011,Baja California,Industria alimentaria,134676
2011,Baja California,Industria de las bebidas y del tabaco,78357
2011,Baja California,Fabricacion de insumos textiles y acabado de textiles,26617
2011,Baja California,"Fabricacion de productos textiles, excepto prendas de vestir",21993
2011,Baja California,Fabricacion de prendas de vestir,340166
2011,Baja California,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",25788
2011,Baja California,Industria de la madera,19649
2011,Baja California,Industria del papel,133723
2011,Baja California,Impresion e industrias conexas,139595
2011,Baja California,Industria quimica,278716
2011,Baja California,Industria del plastico y del hule,656415
2011,Baja California,Fabricacion de productos a base de minerales no metalicos,272142
2011,Baja California,Industrias metalicas basicas,177180
2011,Baja California,Fabricacion de productos metalicos,1534355
2011,Baja California,Fabricacion de maquinaria y equipo,968572
2011,Baja California,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",16428992
2011,Baja California,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1395132
2011,Baja California,Fabricacion de equipo de transporte,3444019
2011,Baja California,"Fabricacion de muebles, colchones y persianas",560781
2011,Baja California,Otras industrias manufactureras,3462348
2011,Baja California Sur,Subsectores no especificados,138835
2011,Baja California Sur,Industria alimentaria,36019
2011,Campeche,Subsectores no especificados,1726
2011,Campeche,Extraccion de petroleo y gas,31109774
2011,Campeche,Industria alimentaria,15361
2011,Campeche,Fabricacion de prendas de vestir,208575
2011,Coahuila,Subsectores no especificados,10395
2011,Coahuila,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",72560
2011,Coahuila,Industria alimentaria,111728
2011,Coahuila,Industria de las bebidas y del tabaco,46538
2011,Coahuila,Fabricacion de insumos textiles y acabado de textiles,18910
2011,Coahuila,"Fabricacion de productos textiles, excepto prendas de vestir",79495
2011,Coahuila,Fabricacion de prendas de vestir,669522
2011,Coahuila,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",49407
2011,Coahuila,Industria del papel,44749
2011,Coahuila,Industria quimica,79934
2011,Coahuila,Industria del plastico y del hule,233954
2011,Coahuila,Fabricacion de productos a base de minerales no metalicos,71969
2011,Coahuila,Industrias metalicas basicas,5961749
2011,Coahuila,Fabricacion de productos metalicos,328089
2011,Coahuila,Fabricacion de maquinaria y equipo,2355118
2011,Coahuila,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",243091
2011,Coahuila,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1063553
2011,Coahuila,Fabricacion de equipo de transporte,15686780
2011,Coahuila,"Fabricacion de muebles, colchones y persianas",51192
2011,Coahuila,Otras industrias manufactureras,59782
2011,Colima,Subsectores no especificados,87010
2011,Colima,Industria alimentaria,25620
2011,Colima,Industria quimica,30104
2011,Chiapas,Subsectores no especificados,138840
2011,Chiapas,Extraccion de petroleo y gas,987612
2011,Chiapas,Industria alimentaria,128741
2011,Chiapas,Industria quimica,410085
2011,Chihuahua,Subsectores no especificados,115978
2011,Chihuahua,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",1330493
2011,Chihuahua,Industria alimentaria,389824
2011,Chihuahua,Industria de las bebidas y del tabaco,103344
2011,Chihuahua,Fabricacion de prendas de vestir,197291
2011,Chihuahua,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",179668
2011,Chihuahua,Industria de la madera,21090
2011,Chihuahua,Industria del papel,59621
2011,Chihuahua,Impresion e industrias conexas,83782
2011,Chihuahua,Industria quimica,84585
2011,Chihuahua,Industria del plastico y del hule,241175
2011,Chihuahua,Fabricacion de productos a base de minerales no metalicos,95894
2011,Chihuahua,Industrias metalicas basicas,210962
2011,Chihuahua,Fabricacion de productos metalicos,574445
2011,Chihuahua,Fabricacion de maquinaria y equipo,1587581
2011,Chihuahua,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",20242675
2011,Chihuahua,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",2807276
2011,Chihuahua,Fabricacion de equipo de transporte,7635183
2011,Chihuahua,"Fabricacion de muebles, colchones y persianas",120441
2011,Chihuahua,Otras industrias manufactureras,2364707
2011,Ciudad de Mexico,Subsectores no especificados,0
2011,Ciudad de Mexico,Industria alimentaria,275865
2011,Ciudad de Mexico,Industria de las bebidas y del tabaco,46721
2011,Ciudad de Mexico,Fabricacion de insumos textiles y acabado de textiles,53015
2011,Ciudad de Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",1658
2011,Ciudad de Mexico,Fabricacion de prendas de vestir,151457
2011,Ciudad de Mexico,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",2116
2011,Ciudad de Mexico,Industria de la madera,0
2011,Ciudad de Mexico,Industria del papel,7730
2011,Ciudad de Mexico,Impresion e industrias conexas,50987
2011,Ciudad de Mexico,Fabricacion de productos derivados del petroleo y del carbon,2551
2011,Ciudad de Mexico,Industria quimica,1546916
2011,Ciudad de Mexico,Industria del plastico y del hule,98191
2011,Ciudad de Mexico,Fabricacion de productos a base de minerales no metalicos,10927
2011,Ciudad de Mexico,Industrias metalicas basicas,65931
2011,Ciudad de Mexico,Fabricacion de productos metalicos,147348
2011,Ciudad de Mexico,Fabricacion de maquinaria y equipo,56844
