Year,Estado,Subindustria,USD
2018,Nuevo Leon,"Fabricacion de muebles, colchones y persianas",113812
2018,Nuevo Leon,Otras industrias manufactureras,1157278
2018,Oaxaca,Subsectores no especificados,810402
2018,Oaxaca,Agricultura,56703
2018,Oaxaca,Cria y explotacion de animales,4130
2018,Oaxaca,"Pesca, caza y captura",0
2018,Oaxaca,Industria alimentaria,33591
2018,Oaxaca,Industria de las bebidas y del tabaco,2240
2018,Oaxaca,Industria quimica,11953
2018,Oaxaca,Industria del plastico y del hule,0
2018,Puebla,Subsectores no especificados,3799
2018,Puebla,Agricultura,257136
2018,Puebla,Cria y explotacion de animales,6873
2018,Puebla,"Pesca, caza y captura",0
2018,Puebla,Industria alimentaria,715913
2018,Puebla,Industria de las bebidas y del tabaco,7991
2018,Puebla,Fabricacion de insumos textiles y acabado de textiles,170288
2018,Puebla,"Fabricacion de productos textiles, excepto prendas de vestir",51372
2018,Puebla,Fabricacion de prendas de vestir,383140
2018,Puebla,Industria del papel,130823
2018,Puebla,Industria quimica,198785
2018,Puebla,Industria del plastico y del hule,410310
2018,Puebla,Fabricacion de productos a base de minerales no metalicos,3835
2018,Puebla,Industrias metalicas basicas,23481
2018,Puebla,Fabricacion de productos metalicos,166058
2018,Puebla,Fabricacion de maquinaria y equipo,83150
2018,Puebla,Fabricacion de equipo de transporte,14188161
2018,Puebla,"Fabricacion de muebles, colchones y persianas",22917
2018,Puebla,Otras industrias manufactureras,13878
2018,Queretaro,Subsectores no especificados,72680
2018,Queretaro,Agricultura,117105
2018,Queretaro,Cria y explotacion de animales,0
2018,Queretaro,"Pesca, caza y captura",0
2018,Queretaro,Industria alimentaria,265601
2018,Queretaro,Industria de las bebidas y del tabaco,18715
2018,Queretaro,Fabricacion de prendas de vestir,36589
2018,Queretaro,Industria de la madera,0
2018,Queretaro,Industria del papel,258154
2018,Queretaro,Impresion e industrias conexas,41545
2018,Queretaro,Fabricacion de productos derivados del petroleo y del carbon,9360
2018,Queretaro,Industria quimica,416594
2018,Queretaro,Industria del plastico y del hule,379451
2018,Queretaro,Fabricacion de productos a base de minerales no metalicos,134242
2018,Queretaro,Industrias metalicas basicas,30452
2018,Queretaro,Fabricacion de productos metalicos,93637
2018,Queretaro,Fabricacion de maquinaria y equipo,1239589
2018,Queretaro,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",1012509
2018,Queretaro,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1925410
2018,Queretaro,Fabricacion de equipo de transporte,5175699
2018,Quintana Roo,Subsectores no especificados,61511
2018,Quintana Roo,Agricultura,3420
2018,Quintana Roo,"Pesca, caza y captura",14098
2018,Quintana Roo,Industria de las bebidas y del tabaco,51
2018,Quintana Roo,Industria quimica,0
2018,Quintana Roo,Fabricacion de productos a base de minerales no metalicos,46
2018,San Luis Potosi,Subsectores no especificados,12528
2018,San Luis Potosi,Agricultura,111967
2018,San Luis Potosi,"Pesca, caza y captura",0
2018,San Luis Potosi,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",47605
2018,San Luis Potosi,Industria alimentaria,258371
2018,San Luis Potosi,Fabricacion de insumos textiles y acabado de textiles,24052
2018,San Luis Potosi,"Fabricacion de productos textiles, excepto prendas de vestir",23428
2018,San Luis Potosi,Fabricacion de prendas de vestir,80766
2018,San Luis Potosi,Industria del papel,23823
2018,San Luis Potosi,Industria quimica,90819
2018,San Luis Potosi,Industria del plastico y del hule,455608
2018,San Luis Potosi,Fabricacion de productos a base de minerales no metalicos,67474
2018,San Luis Potosi,Industrias metalicas basicas,615648
2018,San Luis Potosi,Fabricacion de productos metalicos,79592
2018,San Luis Potosi,Fabricacion de maquinaria y equipo,817618
2018,San Luis Potosi,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",208007
2018,San Luis Potosi,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",732681
2018,San Luis Potosi,Fabricacion de equipo de transporte,11572501
2018,San Luis Potosi,Otras industrias manufactureras,71863
2018,Sinaloa,Subsectores no especificados,8961
2018,Sinaloa,Agricultura,1794376
2018,Sinaloa,Cria y explotacion de animales,65134
2018,Sinaloa,"Pesca, caza y captura",0
2018,Sinaloa,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",111428
2018,Sinaloa,Industria alimentaria,670778
2018,Sinaloa,Industria de las bebidas y del tabaco,17335
2018,Sinaloa,"Fabricacion de productos textiles, excepto prendas de vestir",0
2018,Sinaloa,Industria de la madera,69
2018,Sinaloa,Industria del plastico y del hule,10810
2018,Sinaloa,Fabricacion de productos a base de minerales no metalicos,14
2018,Sinaloa,Industrias metalicas basicas,1509
2018,Sinaloa,Fabricacion de productos metalicos,36540
2018,Sinaloa,Fabricacion de maquinaria y equipo,29605
2018,Sinaloa,Fabricacion de equipo de transporte,216072
2018,Sonora,Subsectores no especificados,26220
2018,Sonora,Agricultura,1702452
2018,Sonora,Cria y explotacion de animales,432934
2018,Sonora,"Pesca, caza y captura",0
2018,Sonora,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",2350566
2018,Sonora,Industria alimentaria,329769
2018,Sonora,Industria de las bebidas y del tabaco,384015
2018,Sonora,"Fabricacion de productos textiles, excepto prendas de vestir",29060
2018,Sonora,Fabricacion de prendas de vestir,116245
2018,Sonora,Industria de la madera,627
2018,Sonora,Industria del papel,123376
2018,Sonora,Impresion e industrias conexas,20554
2018,Sonora,Industria quimica,480876
2018,Sonora,Industria del plastico y del hule,173299
2018,Sonora,Fabricacion de productos a base de minerales no metalicos,15168
2018,Sonora,Industrias metalicas basicas,782817
2018,Sonora,Fabricacion de productos metalicos,465247
2018,Sonora,Fabricacion de maquinaria y equipo,295515
2018,Sonora,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",2267434
2018,Sonora,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1199051
2018,Sonora,Fabricacion de equipo de transporte,6725424
2018,Sonora,"Fabricacion de muebles, colchones y persianas",179814
2018,Sonora,Otras industrias manufactureras,1762737
2018,Tabasco,Subsectores no especificados,11504
2018,Tabasco,Agricultura,84325
2018,Tabasco,Cria y explotacion de animales,0
2018,Tabasco,"Pesca, caza y captura",3902
2018,Tabasco,Extraccion de petroleo y gas,6654297
2018,Tabasco,Industria alimentaria,70068
2018,Tabasco,Industria de las bebidas y del tabaco,283
2018,Tabasco,Industria quimica,193007
2018,Tabasco,Fabricacion de productos a base de minerales no metalicos,277
2018,Tamaulipas,Subsectores no especificados,81260
2018,Tamaulipas,Agricultura,212641
2018,Tamaulipas,Cria y explotacion de animales,60607
2018,Tamaulipas,Extraccion de petroleo y gas,172452
2018,Tamaulipas,Industria alimentaria,160197
2018,Tamaulipas,Industria de las bebidas y del tabaco,90052
2018,Tamaulipas,"Fabricacion de productos textiles, excepto prendas de vestir",36782
2018,Tamaulipas,Fabricacion de prendas de vestir,47584
2018,Tamaulipas,Industria de la madera,617
2018,Tamaulipas,Industria del papel,112823
2018,Tamaulipas,Impresion e industrias conexas,190573
2018,Tamaulipas,Industria quimica,2048227
2018,Tamaulipas,Industria del plastico y del hule,603686
2018,Tamaulipas,Fabricacion de productos a base de minerales no metalicos,285667
2018,Tamaulipas,Industrias metalicas basicas,39910
2018,Tamaulipas,Fabricacion de productos metalicos,734738
2018,Tamaulipas,Fabricacion de maquinaria y equipo,2777201
2018,Tamaulipas,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",7115405
2018,Tamaulipas,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",2712410
2018,Tamaulipas,Fabricacion de equipo de transporte,7271348
2018,Tamaulipas,"Fabricacion de muebles, colchones y persianas",680318
2018,Tamaulipas,Otras industrias manufactureras,1880242
2018,Tlaxcala,Subsectores no especificados,65196
2018,Tlaxcala,Agricultura,354
2018,Tlaxcala,"Pesca, caza y captura",0
2018,Tlaxcala,Fabricacion de insumos textiles y acabado de textiles,37059
2018,Tlaxcala,Fabricacion de prendas de vestir,104902
2018,Tlaxcala,Industria del papel,67083
2018,Tlaxcala,Industria quimica,196793
2018,Tlaxcala,Industria del plastico y del hule,84563
2018,Tlaxcala,Fabricacion de productos a base de minerales no metalicos,444012
2018,Tlaxcala,Industrias metalicas basicas,23392
2018,Tlaxcala,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",33977
2018,Tlaxcala,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",135015
2018,Tlaxcala,Fabricacion de equipo de transporte,248571
2018,Veracruz,Subsectores no especificados,197791
2018,Veracruz,Agricultura,403944
2018,Veracruz,Cria y explotacion de animales,4615
2018,Veracruz,"Pesca, caza y captura",50
2018,Veracruz,Extraccion de petroleo y gas,1267011
2018,Veracruz,Industria alimentaria,1030307
2018,Veracruz,Industria de las bebidas y del tabaco,201506
2018,Veracruz,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",21235
2018,Veracruz,Industria del papel,16369
2018,Veracruz,Impresion e industrias conexas,0
2018,Veracruz,Industria quimica,1416675
2018,Veracruz,Industria del plastico y del hule,86031
2018,Veracruz,Fabricacion de productos a base de minerales no metalicos,46269
2018,Veracruz,Industrias metalicas basicas,1433665
2018,Veracruz,Fabricacion de productos metalicos,159275
2018,Veracruz,Fabricacion de maquinaria y equipo,76468
2018,Veracruz,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",4129
2018,Veracruz,Fabricacion de equipo de transporte,1854
2018,Yucatan,Subsectores no especificados,39000
2018,Yucatan,Agricultura,11503
2018,Yucatan,Cria y explotacion de animales,44700
2018,Yucatan,"Pesca, caza y captura",20759
2018,Yucatan,Industria alimentaria,58979
2018,Yucatan,Industria de las bebidas y del tabaco,4353
2018,Yucatan,"Fabricacion de productos textiles, excepto prendas de vestir",28307
2018,Yucatan,Fabricacion de prendas de vestir,291238
2018,Yucatan,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",665
2018,Yucatan,Industria de la madera,1907
2018,Yucatan,Impresion e industrias conexas,0
2018,Yucatan,Industria del plastico y del hule,43224
2018,Yucatan,Fabricacion de productos a base de minerales no metalicos,575
2018,Yucatan,Fabricacion de maquinaria y equipo,11453
2018,Yucatan,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1377
2018,Yucatan,Fabricacion de equipo de transporte,214638
2018,Yucatan,Otras industrias manufactureras,341232
2018,Zacatecas,Subsectores no especificados,1233029
2018,Zacatecas,Agricultura,56018
2018,Zacatecas,Cria y explotacion de animales,12367
2018,Zacatecas,"Pesca, caza y captura",0
2018,Zacatecas,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",1113325
2018,Zacatecas,Industria alimentaria,60518
2018,Zacatecas,Fabricacion de productos a base de minerales no metalicos,35
2018,Zacatecas,Fabricacion de equipo de transporte,666341
2019,Aguascalientes,Subsectores no especificados,54063
2019,Aguascalientes,Agricultura,34915
2019,Aguascalientes,"Pesca, caza y captura",0
2019,Aguascalientes,Industria alimentaria,134762
2019,Aguascalientes,Industria de las bebidas y del tabaco,3722
2019,Aguascalientes,"Fabricacion de productos textiles, excepto prendas de vestir",14024
2019,Aguascalientes,Fabricacion de prendas de vestir,196132
2019,Aguascalientes,Industria quimica,14020
2019,Aguascalientes,Industria del plastico y del hule,17740
2019,Aguascalientes,Fabricacion de productos a base de minerales no metalicos,83984
2019,Aguascalientes,Industrias metalicas basicas,3114
2019,Aguascalientes,Fabricacion de productos metalicos,77348
2019,Aguascalientes,Fabricacion de maquinaria y equipo,23677
2019,Aguascalientes,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",1091098
2019,Aguascalientes,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",14938
2019,Aguascalientes,Fabricacion de equipo de transporte,10005513
2019,Aguascalientes,"Fabricacion de muebles, colchones y persianas",2490
2019,Aguascalientes,Otras industrias manufactureras,22533
2019,Baja California,Subsectores no especificados,66884
2019,Baja California,Agricultura,1245450
2019,Baja California,"Pesca, caza y captura",127254
2019,Baja California,Industria alimentaria,336351
2019,Baja California,Industria de las bebidas y del tabaco,155673
2019,Baja California,"Fabricacion de productos textiles, excepto prendas de vestir",66226
2019,Baja California,Fabricacion de prendas de vestir,337250
2019,Baja California,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",59257
2019,Baja California,Industria de la madera,101040
2019,Baja California,Industria del papel,236540
2019,Baja California,Impresion e industrias conexas,297668
2019,Baja California,Industria quimica,341489
2019,Baja California,Industria del plastico y del hule,1131978
2019,Baja California,Fabricacion de productos a base de minerales no metalicos,276517
2019,Baja California,Industrias metalicas basicas,202214
2019,Baja California,Fabricacion de productos metalicos,2340694
2019,Baja California,Fabricacion de maquinaria y equipo,2244586
2019,Baja California,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",14504570
2019,Baja California,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",2303374
2019,Baja California,Fabricacion de equipo de transporte,8724287
2019,Baja California,"Fabricacion de muebles, colchones y persianas",894297
2019,Baja California,Otras industrias manufactureras,6403349
2019,Baja California Sur,Subsectores no especificados,7746
2019,Baja California Sur,Agricultura,128018
2019,Baja California Sur,"Pesca, caza y captura",2204
2019,Baja California Sur,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",147769
2019,Baja California Sur,Industria alimentaria,6076
2019,Campeche,Subsectores no especificados,8916
2019,Campeche,Agricultura,5093
2019,Campeche,Cria y explotacion de animales,6514
2019,Campeche,"Pesca, caza y captura",8388
2019,Campeche,Extraccion de petroleo y gas,16400448
2019,Campeche,Industria alimentaria,40185
2019,Campeche,Fabricacion de prendas de vestir,107452
2019,Campeche,Industria quimica,2080
2019,Coahuila,Subsectores no especificados,80036
2019,Coahuila,Agricultura,80377
2019,Coahuila,Cria y explotacion de animales,30665
2019,Coahuila,"Pesca, caza y captura",0
2019,Coahuila,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",360087
2019,Coahuila,Industria alimentaria,209859
2019,Coahuila,Industria de las bebidas y del tabaco,2038145
2019,Coahuila,Fabricacion de insumos textiles y acabado de textiles,37156
2019,Coahuila,Fabricacion de prendas de vestir,562763
2019,Coahuila,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",91225
2019,Coahuila,Industria del papel,42112
2019,Coahuila,Impresion e industrias conexas,16891
2019,Coahuila,Fabricacion de productos derivados del petroleo y del carbon,9939
2019,Coahuila,Industria quimica,80399
2019,Coahuila,Industria del plastico y del hule,780483
2019,Coahuila,Fabricacion de productos a base de minerales no metalicos,97674
2019,Coahuila,Industrias metalicas basicas,3804986
2019,Coahuila,Fabricacion de productos metalicos,429487
2019,Coahuila,Fabricacion de maquinaria y equipo,2579082
2019,Coahuila,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",310897
2019,Coahuila,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",3183084
2019,Coahuila,Fabricacion de equipo de transporte,32527463
2019,Coahuila,"Fabricacion de muebles, colchones y persianas",109488
2019,Coahuila,Otras industrias manufactureras,197163
2019,Colima,Subsectores no especificados,44942
2019,Colima,Agricultura,226908
2019,Colima,"Pesca, caza y captura",0
2019,Colima,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",320274
2019,Colima,Industria alimentaria,92683
2019,Colima,Fabricacion de productos a base de minerales no metalicos,32
2019,Chiapas,Subsectores no especificados,71724
2019,Chiapas,Agricultura,204705
2019,Chiapas,Cria y explotacion de animales,3455
2019,Chiapas,"Pesca, caza y captura",0
2019,Chiapas,Extraccion de petroleo y gas,156523
2019,Chiapas,Industria alimentaria,209548
2019,Chiapas,Industria de las bebidas y del tabaco,412
2019,Chiapas,Industria del plastico y del hule,1638
2019,Chiapas,Fabricacion de equipo de transporte,172164
2019,Chihuahua,Subsectores no especificados,72769
2019,Chihuahua,Agricultura,687819
2019,Chihuahua,Cria y explotacion de animales,284789
2019,Chihuahua,"Pesca, caza y captura",0
2019,Chihuahua,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",808928
2019,Chihuahua,Industria alimentaria,615257
2019,Chihuahua,Industria de las bebidas y del tabaco,65132
2019,Chihuahua,Fabricacion de prendas de vestir,84480
2019,Chihuahua,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",60434
2019,Chihuahua,Industria de la madera,21098
2019,Chihuahua,Industria del papel,58454
2019,Chihuahua,Impresion e industrias conexas,20023
2019,Chihuahua,Industria quimica,320028
2019,Chihuahua,Industria del plastico y del hule,635344
2019,Chihuahua,Fabricacion de productos a base de minerales no metalicos,88888
2019,Chihuahua,Industrias metalicas basicas,397924
2019,Chihuahua,Fabricacion de productos metalicos,1056724
2019,Chihuahua,Fabricacion de maquinaria y equipo,2653639
2019,Chihuahua,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",28332221
2019,Chihuahua,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",3431749
2019,Chihuahua,Fabricacion de equipo de transporte,13505179
2019,Chihuahua,"Fabricacion de muebles, colchones y persianas",204775
2019,Chihuahua,Otras industrias manufactureras,4028483
2019,Ciudad de Mexico,Subsectores no especificados,0
2019,Ciudad de Mexico,Agricultura,9637
2019,Ciudad de Mexico,Cria y explotacion de animales,0
2019,Ciudad de Mexico,"Pesca, caza y captura",0
2019,Ciudad de Mexico,Industria alimentaria,183489
2019,Ciudad de Mexico,Industria de las bebidas y del tabaco,24820
2019,Ciudad de Mexico,Fabricacion de insumos textiles y acabado de textiles,8061
2019,Ciudad de Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",978
2019,Ciudad de Mexico,Fabricacion de prendas de vestir,66619
2019,Ciudad de Mexico,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",5076
2019,Ciudad de Mexico,Industria del papel,15046
2019,Ciudad de Mexico,Impresion e industrias conexas,126683
2019,Ciudad de Mexico,Fabricacion de productos derivados del petroleo y del carbon,4382
2019,Ciudad de Mexico,Industria quimica,1040327
2019,Ciudad de Mexico,Industria del plastico y del hule,73724
2019,Ciudad de Mexico,Fabricacion de productos a base de minerales no metalicos,59764
2019,Ciudad de Mexico,Industrias metalicas basicas,36729
2019,Ciudad de Mexico,Fabricacion de productos metalicos,85990
2019,Ciudad de Mexico,Fabricacion de maquinaria y equipo,29160
2019,Ciudad de Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",40870
2019,Ciudad de Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",230426
2019,Ciudad de Mexico,Fabricacion de equipo de transporte,595178
2019,Ciudad de Mexico,"Fabricacion de muebles, colchones y persianas",10371
2019,Ciudad de Mexico,Otras industrias manufactureras,19797
2019,Durango,Subsectores no especificados,122106
2019,Durango,Agricultura,53584
2019,Durango,Cria y explotacion de animales,147997
2019,Durango,"Pesca, caza y captura",0
2019,Durango,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",550869
2019,Durango,Industria alimentaria,230279
2019,Durango,Fabricacion de prendas de vestir,288305
2019,Durango,Industria de la madera,86798
2019,Durango,Industria quimica,80208
2019,Durango,Industria del plastico y del hule,52253
2019,Durango,Fabricacion de productos a base de minerales no metalicos,13294
2019,Durango,Industrias metalicas basicas,76002
2019,Durango,Fabricacion de productos metalicos,22634
2019,Durango,Fabricacion de maquinaria y equipo,164434
2019,Durango,Fabricacion de equipo de transporte,729461
2019,Durango,"Fabricacion de muebles, colchones y persianas",119006
2019,Guanajuato,Subsectores no especificados,303062
2019,Guanajuato,Agricultura,722238
2019,Guanajuato,Cria y explotacion de animales,0
2019,Guanajuato,"Pesca, caza y captura",0
2019,Guanajuato,Industria alimentaria,1013666
2019,Guanajuato,Industria de las bebidas y del tabaco,12954
2019,Guanajuato,Fabricacion de insumos textiles y acabado de textiles,34532
2019,Guanajuato,"Fabricacion de productos textiles, excepto prendas de vestir",38580
2019,Guanajuato,Fabricacion de prendas de vestir,91437
2019,Guanajuato,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",587396
2019,Guanajuato,Industria del papel,11988
2019,Guanajuato,Impresion e industrias conexas,32215
2019,Guanajuato,Industria quimica,487026
2019,Guanajuato,Industria del plastico y del hule,1062975
2019,Guanajuato,Fabricacion de productos a base de minerales no metalicos,28833
2019,Guanajuato,Industrias metalicas basicas,483562
2019,Guanajuato,Fabricacion de productos metalicos,456767
2019,Guanajuato,Fabricacion de maquinaria y equipo,188920
2019,Guanajuato,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",154315
2019,Guanajuato,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",417216
2019,Guanajuato,Fabricacion de equipo de transporte,18934441
2019,Guanajuato,Otras industrias manufactureras,3674
2019,Guerrero,Subsectores no especificados,21833
2019,Guerrero,Agricultura,6576
2019,Guerrero,Cria y explotacion de animales,0
2019,Guerrero,"Pesca, caza y captura",0
2019,Guerrero,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",937845
2019,Guerrero,Industria de las bebidas y del tabaco,21
2019,Guerrero,Fabricacion de productos a base de minerales no metalicos,22
2019,Guerrero,Otras industrias manufactureras,179
2019,Hidalgo,Subsectores no especificados,420045
2019,Hidalgo,Agricultura,10352
2019,Hidalgo,Cria y explotacion de animales,0
2019,Hidalgo,"Pesca, caza y captura",0
2019,Hidalgo,Industria alimentaria,38983
2019,Hidalgo,Fabricacion de insumos textiles y acabado de textiles,79705
2019,Hidalgo,Fabricacion de prendas de vestir,52103
2019,Hidalgo,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",70
2019,Hidalgo,Industria del papel,153158
2019,Hidalgo,Industria quimica,23624
2019,Hidalgo,Industria del plastico y del hule,37399
2019,Hidalgo,Fabricacion de productos a base de minerales no metalicos,15254
2019,Hidalgo,Industrias metalicas basicas,102510
2019,Hidalgo,Fabricacion de productos metalicos,3162
2019,Hidalgo,Fabricacion de maquinaria y equipo,25049
2019,Hidalgo,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",37996
2019,Hidalgo,Fabricacion de equipo de transporte,1299934
2019,Jalisco,Subsectores no especificados,0
2019,Jalisco,Agricultura,765175
2019,Jalisco,Cria y explotacion de animales,5011
2019,Jalisco,"Pesca, caza y captura",0
2019,Jalisco,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",1469
2019,Jalisco,Industria alimentaria,689465
2019,Jalisco,Industria de las bebidas y del tabaco,1759339
2019,Jalisco,Fabricacion de insumos textiles y acabado de textiles,25185
2019,Jalisco,"Fabricacion de productos textiles, excepto prendas de vestir",13151
2019,Jalisco,Fabricacion de prendas de vestir,3868
2019,Jalisco,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",33088
2019,Jalisco,Industria de la madera,7903
2019,Jalisco,Industria del papel,40075
2019,Jalisco,Impresion e industrias conexas,7374
2019,Jalisco,Fabricacion de productos derivados del petroleo y del carbon,18085
2019,Jalisco,Industria quimica,773582
2019,Jalisco,Industria del plastico y del hule,2282417
2019,Jalisco,Fabricacion de productos a base de minerales no metalicos,141032
2019,Jalisco,Industrias metalicas basicas,183543
2019,Jalisco,Fabricacion de productos metalicos,295970
2019,Jalisco,Fabricacion de maquinaria y equipo,53060
2019,Jalisco,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",11633769
2019,Jalisco,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",188652
2019,Jalisco,Fabricacion de equipo de transporte,2638214
2019,Jalisco,"Fabricacion de muebles, colchones y persianas",17281
2019,Jalisco,Otras industrias manufactureras,82933
2019,Mexico,Subsectores no especificados,65527
2019,Mexico,Agricultura,51726
2019,Mexico,Cria y explotacion de animales,0
2019,Mexico,"Pesca, caza y captura",0
2019,Mexico,Industria alimentaria,1020583
2019,Mexico,Industria de las bebidas y del tabaco,75655
2019,Mexico,Fabricacion de insumos textiles y acabado de textiles,107903
2019,Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",28651
2019,Mexico,Fabricacion de prendas de vestir,257910
2019,Mexico,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",2389
2019,Mexico,Industria del papel,143248
2019,Mexico,Impresion e industrias conexas,24502
2019,Mexico,Fabricacion de productos derivados del petroleo y del carbon,30274
2019,Mexico,Industria quimica,1663025
2019,Mexico,Industria del plastico y del hule,711932
2019,Mexico,Fabricacion de productos a base de minerales no metalicos,331514
2019,Mexico,Industrias metalicas basicas,137387
2019,Mexico,Fabricacion de productos metalicos,675349
2019,Mexico,Fabricacion de maquinaria y equipo,318037
2019,Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",149663
2019,Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",262975
2019,Mexico,Fabricacion de equipo de transporte,13247487
2019,Mexico,"Fabricacion de muebles, colchones y persianas",31723
2019,Mexico,Otras industrias manufactureras,672540
2019,Michoacan,Subsectores no especificados,961714
2019,Michoacan,Agricultura,3663115
2019,Michoacan,Cria y explotacion de animales,0
2019,Michoacan,"Pesca, caza y captura",0
2019,Michoacan,Industria alimentaria,612616
2019,Michoacan,"Fabricacion de productos textiles, excepto prendas de vestir",362
2019,Michoacan,Fabricacion de prendas de vestir,4497
2019,Michoacan,Industria del papel,16296
2019,Michoacan,Industria quimica,262871
2019,Michoacan,Industria del plastico y del hule,46287
2019,Michoacan,Fabricacion de productos a base de minerales no metalicos,1120
2019,Michoacan,Industrias metalicas basicas,17600
2019,Morelos,Subsectores no especificados,70656
2019,Morelos,Agricultura,40909
2019,Morelos,"Pesca, caza y captura",0
2019,Morelos,Industria alimentaria,91259
2019,Morelos,Fabricacion de insumos textiles y acabado de textiles,48730
2019,Morelos,Fabricacion de prendas de vestir,2809
2019,Morelos,Industria del papel,4970
2019,Morelos,Industria quimica,274883
2019,Morelos,Industria del plastico y del hule,215089
2019,Morelos,Fabricacion de productos a base de minerales no metalicos,196193
2019,Morelos,Industrias metalicas basicas,2
2019,Morelos,Fabricacion de productos metalicos,33217
2019,Morelos,Fabricacion de maquinaria y equipo,14054
2019,Morelos,Fabricacion de equipo de transporte,2068426
2019,Morelos,Otras industrias manufactureras,25505
2019,Nayarit,Subsectores no especificados,17103
2019,Nayarit,Agricultura,178292
2019,Nayarit,"Pesca, caza y captura",0
2019,Nayarit,Industria alimentaria,39922
2019,Nayarit,Fabricacion de equipo de transporte,31443
2019,Nuevo Leon,Subsectores no especificados,0
2019,Nuevo Leon,Agricultura,91475
2019,Nuevo Leon,Cria y explotacion de animales,26079
2019,Nuevo Leon,"Pesca, caza y captura",0
2019,Nuevo Leon,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",58176
2019,Nuevo Leon,Industria alimentaria,1076581
2019,Nuevo Leon,Industria de las bebidas y del tabaco,378368
2019,Nuevo Leon,Fabricacion de insumos textiles y acabado de textiles,10823
2019,Nuevo Leon,"Fabricacion de productos textiles, excepto prendas de vestir",29073
2019,Nuevo Leon,Fabricacion de prendas de vestir,11393
2019,Nuevo Leon,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",1999
